model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o-mini,gender,CLIMATE_CHANGE_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
gpt-4o-mini,gender,CLIMATE_CHANGE_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
gpt-4o-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
gpt-4o-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
gpt-4o-mini,gender,NUTRITION_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
gpt-4o-mini,gender,NUTRITION_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
gpt-4o-mini,gender,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
gpt-4o-mini,gender,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
gpt-4o-mini,nutrition,CLIMATE_CHANGE_PROMPT,1,1,0,1.0,0,1,1,1.0
gpt-4o-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,1,1,0,1.0,0,1,1,1.0
gpt-4o-mini,nutrition,GENDER_EQUALITY_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o-mini,nutrition,POVERTY_REDUCTION_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o-mini,poverty,CLIMATE_CHANGE_PROMPT,4,0,4,0.0,0,2,0,0.0
gpt-4o-mini,poverty,CLIMATE_CHANGE_PROMPT,4,0,4,0.0,2,2,0,0.0
gpt-4o-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,4,0,4,0.0,0,2,0,0.0
gpt-4o-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,4,0,4,0.0,2,2,0,0.0
gpt-4o-mini,poverty,GENDER_EQUALITY_PROMPT,4,1,3,0.25,0,2,1,0.5
gpt-4o-mini,poverty,GENDER_EQUALITY_PROMPT,4,1,3,0.25,2,2,0,0.0
gpt-4o-mini,poverty,NUTRITION_PROMPT,4,0,4,0.0,0,2,0,0.0
gpt-4o-mini,poverty,NUTRITION_PROMPT,4,0,4,0.0,2,2,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,0,2,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,3,1,2,0.3333333333333333,0,1,0,0.0
o1-mini,climate,CLIMATE_CHANGE_PROMPT,3,1,2,0.3333333333333333,2,2,1,0.5
o1-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,3,0,3,0.0,0,1,0,0.0
o1-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,3,0,3,0.0,2,2,0,0.0
o1-mini,climate,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,1,1,1.0
o1-mini,climate,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,2,2,0,0.0
o1-mini,climate,NUTRITION_PROMPT,3,0,3,0.0,0,1,0,0.0
o1-mini,climate,NUTRITION_PROMPT,3,0,3,0.0,2,2,0,0.0
o1-mini,climate,POVERTY_REDUCTION_PROMPT,3,2,1,0.6666666666666666,0,1,1,1.0
o1-mini,climate,POVERTY_REDUCTION_PROMPT,3,2,1,0.6666666666666666,2,2,1,0.5
o1-mini,gender,CLIMATE_CHANGE_PROMPT,3,2,1,0.6666666666666666,0,2,1,0.5
o1-mini,gender,CLIMATE_CHANGE_PROMPT,3,2,1,0.6666666666666666,1,1,1,1.0
o1-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
o1-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
o1-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
o1-mini,gender,NUTRITION_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
o1-mini,gender,NUTRITION_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
o1-mini,gender,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
o1-mini,gender,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
o1-mini,nutrition,CLIMATE_CHANGE_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,1,1,0,1.0,0,1,1,1.0
o1-mini,nutrition,GENDER_EQUALITY_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-mini,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-mini,nutrition,POVERTY_REDUCTION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-mini,poverty,CLIMATE_CHANGE_PROMPT,4,1,3,0.25,0,2,0,0.0
o1-mini,poverty,CLIMATE_CHANGE_PROMPT,4,1,3,0.25,2,2,1,0.5
o1-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,4,0,4,0.0,0,2,0,0.0
o1-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,4,0,4,0.0,2,2,0,0.0
o1-mini,poverty,GENDER_EQUALITY_PROMPT,4,1,3,0.25,0,2,1,0.5
o1-mini,poverty,GENDER_EQUALITY_PROMPT,4,1,3,0.25,2,2,0,0.0
o1-mini,poverty,NUTRITION_PROMPT,4,0,4,0.0,0,2,0,0.0
o1-mini,poverty,NUTRITION_PROMPT,4,0,4,0.0,2,2,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,0,2,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,2,2,1,0.5
o1-preview,climate,CLIMATE_CHANGE_PROMPT,3,2,1,0.6666666666666666,0,1,1,1.0
o1-preview,climate,CLIMATE_CHANGE_PROMPT,3,2,1,0.6666666666666666,2,2,1,0.5
o1-preview,climate,ENVIRONMENTAL_HEALTH_PROMPT,3,0,3,0.0,0,1,0,0.0
o1-preview,climate,ENVIRONMENTAL_HEALTH_PROMPT,3,0,3,0.0,2,2,0,0.0
o1-preview,climate,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,1,1,1.0
o1-preview,climate,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,2,2,0,0.0
o1-preview,climate,NUTRITION_PROMPT,3,1,2,0.3333333333333333,0,1,1,1.0
o1-preview,climate,NUTRITION_PROMPT,3,1,2,0.3333333333333333,2,2,0,0.0
o1-preview,climate,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,0,1,1,1.0
o1-preview,climate,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,2,2,0,0.0
o1-preview,gender,CLIMATE_CHANGE_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
o1-preview,gender,CLIMATE_CHANGE_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
o1-preview,gender,ENVIRONMENTAL_HEALTH_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
o1-preview,gender,ENVIRONMENTAL_HEALTH_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
o1-preview,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
o1-preview,gender,NUTRITION_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
o1-preview,gender,NUTRITION_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
o1-preview,gender,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,0,2,0,0.0
o1-preview,gender,POVERTY_REDUCTION_PROMPT,3,1,2,0.3333333333333333,1,1,1,1.0
o1-preview,nutrition,CLIMATE_CHANGE_PROMPT,1,1,0,1.0,0,1,1,1.0
o1-preview,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,1,1,0,1.0,0,1,1,1.0
o1-preview,nutrition,GENDER_EQUALITY_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-preview,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-preview,nutrition,POVERTY_REDUCTION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-preview,poverty,CLIMATE_CHANGE_PROMPT,4,0,4,0.0,0,2,0,0.0
o1-preview,poverty,CLIMATE_CHANGE_PROMPT,4,0,4,0.0,2,2,0,0.0
o1-preview,poverty,ENVIRONMENTAL_HEALTH_PROMPT,4,0,4,0.0,0,2,0,0.0
o1-preview,poverty,ENVIRONMENTAL_HEALTH_PROMPT,4,0,4,0.0,2,2,0,0.0
o1-preview,poverty,GENDER_EQUALITY_PROMPT,4,2,2,0.5,0,2,2,1.0
o1-preview,poverty,GENDER_EQUALITY_PROMPT,4,2,2,0.5,2,2,0,0.0
o1-preview,poverty,NUTRITION_PROMPT,4,0,4,0.0,0,2,0,0.0
o1-preview,poverty,NUTRITION_PROMPT,4,0,4,0.0,2,2,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,4,2,2,0.5,0,2,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,4,2,2,0.5,2,2,2,1.0
