model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,poverty,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,0,11,2,0.18181818181818182
gpt-4o,poverty,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,1,5,0,0.0
gpt-4o,poverty,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,2,2,0,0.0
gpt-4o,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,5,13,0.2777777777777778,0,11,4,0.36363636363636365
gpt-4o,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,5,13,0.2777777777777778,1,5,1,0.2
gpt-4o,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,5,13,0.2777777777777778,2,2,0,0.0
gpt-4o,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,0,11,9,0.8181818181818182
gpt-4o,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,1,5,1,0.2
gpt-4o,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,2,2,0,0.0
gpt-4o,poverty,NUTRITION_PROMPT,18,4,14,0.2222222222222222,0,11,2,0.18181818181818182
gpt-4o,poverty,NUTRITION_PROMPT,18,4,14,0.2222222222222222,1,5,2,0.4
gpt-4o,poverty,NUTRITION_PROMPT,18,4,14,0.2222222222222222,2,2,0,0.0
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,18,9,9,0.5,0,11,4,0.36363636363636365
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,18,9,9,0.5,1,5,4,0.8
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,18,9,9,0.5,2,2,1,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,0,4,2,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,1,5,1,0.2
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,2,9,6,0.6666666666666666
gpt-4o-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,4,14,0.2222222222222222,0,4,1,0.25
gpt-4o-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,4,14,0.2222222222222222,1,5,2,0.4
gpt-4o-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,4,14,0.2222222222222222,2,9,1,0.1111111111111111
gpt-4o-mini,climate,GENDER_EQUALITY_PROMPT,18,5,13,0.2777777777777778,0,4,4,1.0
gpt-4o-mini,climate,GENDER_EQUALITY_PROMPT,18,5,13,0.2777777777777778,1,5,0,0.0
gpt-4o-mini,climate,GENDER_EQUALITY_PROMPT,18,5,13,0.2777777777777778,2,9,1,0.1111111111111111
gpt-4o-mini,climate,NUTRITION_PROMPT,18,3,15,0.16666666666666666,0,4,2,0.5
gpt-4o-mini,climate,NUTRITION_PROMPT,18,3,15,0.16666666666666666,1,5,1,0.2
gpt-4o-mini,climate,NUTRITION_PROMPT,18,3,15,0.16666666666666666,2,9,0,0.0
gpt-4o-mini,climate,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,0,4,3,0.75
gpt-4o-mini,climate,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,1,5,2,0.4
gpt-4o-mini,climate,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,2,9,2,0.2222222222222222
gpt-4o-mini,environment,CLIMATE_CHANGE_PROMPT,8,2,6,0.25,0,1,1,1.0
gpt-4o-mini,environment,CLIMATE_CHANGE_PROMPT,8,2,6,0.25,1,3,0,0.0
gpt-4o-mini,environment,CLIMATE_CHANGE_PROMPT,8,2,6,0.25,2,4,1,0.25
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,5,3,0.625,0,1,1,1.0
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,5,3,0.625,1,3,2,0.6666666666666666
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,5,3,0.625,2,4,2,0.5
gpt-4o-mini,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,0,1,0,0.0
gpt-4o-mini,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,1,3,1,0.3333333333333333
gpt-4o-mini,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,2,4,0,0.0
gpt-4o-mini,environment,NUTRITION_PROMPT,8,4,4,0.5,0,1,0,0.0
gpt-4o-mini,environment,NUTRITION_PROMPT,8,4,4,0.5,1,3,2,0.6666666666666666
gpt-4o-mini,environment,NUTRITION_PROMPT,8,4,4,0.5,2,4,2,0.5
gpt-4o-mini,environment,POVERTY_REDUCTION_PROMPT,8,3,5,0.375,0,1,0,0.0
gpt-4o-mini,environment,POVERTY_REDUCTION_PROMPT,8,3,5,0.375,1,3,1,0.3333333333333333
gpt-4o-mini,environment,POVERTY_REDUCTION_PROMPT,8,3,5,0.375,2,4,2,0.5
gpt-4o-mini,gender,CLIMATE_CHANGE_PROMPT,18,5,13,0.2777777777777778,0,7,2,0.2857142857142857
gpt-4o-mini,gender,CLIMATE_CHANGE_PROMPT,18,5,13,0.2777777777777778,1,7,2,0.2857142857142857
gpt-4o-mini,gender,CLIMATE_CHANGE_PROMPT,18,5,13,0.2777777777777778,2,4,1,0.25
gpt-4o-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,9,9,0.5,0,7,3,0.42857142857142855
gpt-4o-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,9,9,0.5,1,7,4,0.5714285714285714
gpt-4o-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,9,9,0.5,2,4,2,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,18,8,10,0.4444444444444444,0,7,3,0.42857142857142855
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,18,8,10,0.4444444444444444,1,7,2,0.2857142857142857
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,18,8,10,0.4444444444444444,2,4,3,0.75
gpt-4o-mini,gender,NUTRITION_PROMPT,18,9,9,0.5,0,7,0,0.0
gpt-4o-mini,gender,NUTRITION_PROMPT,18,9,9,0.5,1,7,6,0.8571428571428571
gpt-4o-mini,gender,NUTRITION_PROMPT,18,9,9,0.5,2,4,3,0.75
gpt-4o-mini,gender,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,0,7,0,0.0
gpt-4o-mini,gender,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,1,7,2,0.2857142857142857
gpt-4o-mini,gender,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,2,4,3,0.75
gpt-4o-mini,nutrition,CLIMATE_CHANGE_PROMPT,17,9,8,0.5294117647058824,0,11,5,0.45454545454545453
gpt-4o-mini,nutrition,CLIMATE_CHANGE_PROMPT,17,9,8,0.5294117647058824,1,4,3,0.75
gpt-4o-mini,nutrition,CLIMATE_CHANGE_PROMPT,17,9,8,0.5294117647058824,2,2,1,0.5
gpt-4o-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,7,10,0.4117647058823529,0,11,4,0.36363636363636365
gpt-4o-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,7,10,0.4117647058823529,1,4,3,0.75
gpt-4o-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,7,10,0.4117647058823529,2,2,0,0.0
gpt-4o-mini,nutrition,GENDER_EQUALITY_PROMPT,17,9,8,0.5294117647058824,0,11,7,0.6363636363636364
gpt-4o-mini,nutrition,GENDER_EQUALITY_PROMPT,17,9,8,0.5294117647058824,1,4,2,0.5
gpt-4o-mini,nutrition,GENDER_EQUALITY_PROMPT,17,9,8,0.5294117647058824,2,2,0,0.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,0,11,5,0.45454545454545453
gpt-4o-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,1,4,2,0.5
gpt-4o-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,2,2,1,0.5
gpt-4o-mini,nutrition,POVERTY_REDUCTION_PROMPT,17,6,11,0.35294117647058826,0,11,5,0.45454545454545453
gpt-4o-mini,nutrition,POVERTY_REDUCTION_PROMPT,17,6,11,0.35294117647058826,1,4,1,0.25
gpt-4o-mini,nutrition,POVERTY_REDUCTION_PROMPT,17,6,11,0.35294117647058826,2,2,0,0.0
gpt-4o-mini,poverty,CLIMATE_CHANGE_PROMPT,18,3,15,0.16666666666666666,0,11,2,0.18181818181818182
gpt-4o-mini,poverty,CLIMATE_CHANGE_PROMPT,18,3,15,0.16666666666666666,1,5,1,0.2
gpt-4o-mini,poverty,CLIMATE_CHANGE_PROMPT,18,3,15,0.16666666666666666,2,2,0,0.0
gpt-4o-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,0,11,0,0.0
gpt-4o-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,1,5,2,0.4
gpt-4o-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,2,2,0,0.0
gpt-4o-mini,poverty,GENDER_EQUALITY_PROMPT,18,9,9,0.5,0,11,7,0.6363636363636364
gpt-4o-mini,poverty,GENDER_EQUALITY_PROMPT,18,9,9,0.5,1,5,2,0.4
gpt-4o-mini,poverty,GENDER_EQUALITY_PROMPT,18,9,9,0.5,2,2,0,0.0
gpt-4o-mini,poverty,NUTRITION_PROMPT,18,2,16,0.1111111111111111,0,11,0,0.0
gpt-4o-mini,poverty,NUTRITION_PROMPT,18,2,16,0.1111111111111111,1,5,2,0.4
gpt-4o-mini,poverty,NUTRITION_PROMPT,18,2,16,0.1111111111111111,2,2,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,0,11,1,0.09090909090909091
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,1,5,2,0.4
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,0,4,0,0.0
o1-mini,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,1,5,2,0.4
o1-mini,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,2,9,7,0.7777777777777778
o1-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,3,15,0.16666666666666666,0,4,0,0.0
o1-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,3,15,0.16666666666666666,1,5,2,0.4
o1-mini,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,3,15,0.16666666666666666,2,9,1,0.1111111111111111
o1-mini,climate,GENDER_EQUALITY_PROMPT,18,4,14,0.2222222222222222,0,4,4,1.0
o1-mini,climate,GENDER_EQUALITY_PROMPT,18,4,14,0.2222222222222222,1,5,0,0.0
o1-mini,climate,GENDER_EQUALITY_PROMPT,18,4,14,0.2222222222222222,2,9,0,0.0
o1-mini,climate,NUTRITION_PROMPT,18,6,12,0.3333333333333333,0,4,1,0.25
o1-mini,climate,NUTRITION_PROMPT,18,6,12,0.3333333333333333,1,5,4,0.8
o1-mini,climate,NUTRITION_PROMPT,18,6,12,0.3333333333333333,2,9,1,0.1111111111111111
o1-mini,climate,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,0,4,2,0.5
o1-mini,climate,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,1,5,3,0.6
o1-mini,climate,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,2,9,0,0.0
o1-mini,environment,CLIMATE_CHANGE_PROMPT,8,4,4,0.5,0,1,1,1.0
o1-mini,environment,CLIMATE_CHANGE_PROMPT,8,4,4,0.5,1,3,1,0.3333333333333333
o1-mini,environment,CLIMATE_CHANGE_PROMPT,8,4,4,0.5,2,4,2,0.5
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,0,1,1,1.0
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,1,3,3,1.0
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,2,4,2,0.5
o1-mini,environment,GENDER_EQUALITY_PROMPT,8,2,6,0.25,0,1,0,0.0
o1-mini,environment,GENDER_EQUALITY_PROMPT,8,2,6,0.25,1,3,2,0.6666666666666666
o1-mini,environment,GENDER_EQUALITY_PROMPT,8,2,6,0.25,2,4,0,0.0
o1-mini,environment,NUTRITION_PROMPT,8,3,5,0.375,0,1,0,0.0
o1-mini,environment,NUTRITION_PROMPT,8,3,5,0.375,1,3,3,1.0
o1-mini,environment,NUTRITION_PROMPT,8,3,5,0.375,2,4,0,0.0
o1-mini,environment,POVERTY_REDUCTION_PROMPT,8,5,3,0.625,0,1,0,0.0
o1-mini,environment,POVERTY_REDUCTION_PROMPT,8,5,3,0.625,1,3,3,1.0
o1-mini,environment,POVERTY_REDUCTION_PROMPT,8,5,3,0.625,2,4,2,0.5
o1-mini,gender,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,0,7,0,0.0
o1-mini,gender,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,1,7,1,0.14285714285714285
o1-mini,gender,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,2,4,1,0.25
o1-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,8,10,0.4444444444444444,0,7,0,0.0
o1-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,8,10,0.4444444444444444,1,7,6,0.8571428571428571
o1-mini,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,8,10,0.4444444444444444,2,4,2,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,18,8,10,0.4444444444444444,0,7,3,0.42857142857142855
o1-mini,gender,GENDER_EQUALITY_PROMPT,18,8,10,0.4444444444444444,1,7,4,0.5714285714285714
o1-mini,gender,GENDER_EQUALITY_PROMPT,18,8,10,0.4444444444444444,2,4,1,0.25
o1-mini,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,0,7,0,0.0
o1-mini,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,1,7,6,0.8571428571428571
o1-mini,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,2,4,0,0.0
o1-mini,gender,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,0,7,0,0.0
o1-mini,gender,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,1,7,6,0.8571428571428571
o1-mini,gender,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,2,4,1,0.25
o1-mini,nutrition,CLIMATE_CHANGE_PROMPT,17,7,10,0.4117647058823529,0,11,4,0.36363636363636365
o1-mini,nutrition,CLIMATE_CHANGE_PROMPT,17,7,10,0.4117647058823529,1,4,2,0.5
o1-mini,nutrition,CLIMATE_CHANGE_PROMPT,17,7,10,0.4117647058823529,2,2,1,0.5
o1-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,8,9,0.47058823529411764,0,11,4,0.36363636363636365
o1-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,8,9,0.47058823529411764,1,4,4,1.0
o1-mini,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,8,9,0.47058823529411764,2,2,0,0.0
o1-mini,nutrition,GENDER_EQUALITY_PROMPT,17,9,8,0.5294117647058824,0,11,7,0.6363636363636364
o1-mini,nutrition,GENDER_EQUALITY_PROMPT,17,9,8,0.5294117647058824,1,4,2,0.5
o1-mini,nutrition,GENDER_EQUALITY_PROMPT,17,9,8,0.5294117647058824,2,2,0,0.0
o1-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,0,11,3,0.2727272727272727
o1-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,1,4,3,0.75
o1-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,2,2,2,1.0
o1-mini,nutrition,POVERTY_REDUCTION_PROMPT,17,7,10,0.4117647058823529,0,11,3,0.2727272727272727
o1-mini,nutrition,POVERTY_REDUCTION_PROMPT,17,7,10,0.4117647058823529,1,4,4,1.0
o1-mini,nutrition,POVERTY_REDUCTION_PROMPT,17,7,10,0.4117647058823529,2,2,0,0.0
o1-mini,poverty,CLIMATE_CHANGE_PROMPT,18,0,18,0.0,0,11,0,0.0
o1-mini,poverty,CLIMATE_CHANGE_PROMPT,18,0,18,0.0,1,5,0,0.0
o1-mini,poverty,CLIMATE_CHANGE_PROMPT,18,0,18,0.0,2,2,0,0.0
o1-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,0,11,0,0.0
o1-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,1,5,2,0.4
o1-mini,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,2,2,0,0.0
o1-mini,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,0,11,7,0.6363636363636364
o1-mini,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,1,5,3,0.6
o1-mini,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,2,2,0,0.0
o1-mini,poverty,NUTRITION_PROMPT,18,4,14,0.2222222222222222,0,11,0,0.0
o1-mini,poverty,NUTRITION_PROMPT,18,4,14,0.2222222222222222,1,5,4,0.8
o1-mini,poverty,NUTRITION_PROMPT,18,4,14,0.2222222222222222,2,2,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,0,11,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,1,5,4,0.8
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,2,2,1,0.5
o1-preview,climate,CLIMATE_CHANGE_PROMPT,18,12,6,0.6666666666666666,0,4,2,0.5
o1-preview,climate,CLIMATE_CHANGE_PROMPT,18,12,6,0.6666666666666666,1,5,3,0.6
o1-preview,climate,CLIMATE_CHANGE_PROMPT,18,12,6,0.6666666666666666,2,9,7,0.7777777777777778
o1-preview,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,0,4,0,0.0
o1-preview,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,1,5,2,0.4
o1-preview,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,2,16,0.1111111111111111,2,9,0,0.0
o1-preview,climate,GENDER_EQUALITY_PROMPT,18,5,13,0.2777777777777778,0,4,4,1.0
o1-preview,climate,GENDER_EQUALITY_PROMPT,18,5,13,0.2777777777777778,1,5,1,0.2
o1-preview,climate,GENDER_EQUALITY_PROMPT,18,5,13,0.2777777777777778,2,9,0,0.0
o1-preview,climate,NUTRITION_PROMPT,18,5,13,0.2777777777777778,0,4,1,0.25
o1-preview,climate,NUTRITION_PROMPT,18,5,13,0.2777777777777778,1,5,3,0.6
o1-preview,climate,NUTRITION_PROMPT,18,5,13,0.2777777777777778,2,9,1,0.1111111111111111
o1-preview,climate,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,0,4,3,0.75
o1-preview,climate,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,1,5,3,0.6
o1-preview,climate,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,2,9,0,0.0
o1-preview,environment,CLIMATE_CHANGE_PROMPT,8,3,5,0.375,0,1,1,1.0
o1-preview,environment,CLIMATE_CHANGE_PROMPT,8,3,5,0.375,1,3,1,0.3333333333333333
o1-preview,environment,CLIMATE_CHANGE_PROMPT,8,3,5,0.375,2,4,1,0.25
o1-preview,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,7,1,0.875,0,1,1,1.0
o1-preview,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,7,1,0.875,1,3,3,1.0
o1-preview,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,7,1,0.875,2,4,3,0.75
o1-preview,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,0,1,0,0.0
o1-preview,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,1,3,1,0.3333333333333333
o1-preview,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,2,4,0,0.0
o1-preview,environment,NUTRITION_PROMPT,8,3,5,0.375,0,1,0,0.0
o1-preview,environment,NUTRITION_PROMPT,8,3,5,0.375,1,3,3,1.0
o1-preview,environment,NUTRITION_PROMPT,8,3,5,0.375,2,4,0,0.0
o1-preview,environment,POVERTY_REDUCTION_PROMPT,8,3,5,0.375,0,1,0,0.0
o1-preview,environment,POVERTY_REDUCTION_PROMPT,8,3,5,0.375,1,3,3,1.0
o1-preview,environment,POVERTY_REDUCTION_PROMPT,8,3,5,0.375,2,4,0,0.0
o1-preview,gender,CLIMATE_CHANGE_PROMPT,18,3,15,0.16666666666666666,0,7,3,0.42857142857142855
